,VENDOR_NAME,VENDOR_STATE_PROVINCE,MCC_DESCRIPTION
5311,DMI* DELL K-12/GOVT,TX,"Computers,ComputerPeripheralEquipment,Software"
5312,GSA/FAS,VA,"GovernmentServices,NotElsewhereClassified"
5313,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
5314,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
5315,B I G INC,DC,ElectricalContractors
5316,DUPONT COMPUTER INC,DC,ComputerSoftwareStores
5317,DUPONT COMPUTER INC,DC,ComputerSoftwareStores
5318,SLOAN WILLIAMS PROMOTI,MD,AdvertisingServices
5319,DELTA     00674130541626,TX,Delta
5320,TRAVELOCITY.COM,TX,TravelAgenciesandTourOperators
5321,AMAZON.COM,WA,BookStores
5322,AMAZON.COM,WA,BookStores
5323,METROPOLITAN OFFICE PR,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
5324,DEPT OF FIRE PROGRAMS,VA,"GovernmentServices,NotElsewhereClassified"
5325,DEPT OF FIRE PROGRAMS,VA,"GovernmentServices,NotElsewhereClassified"
5326,THE HOME DEPOT #8550,MD,HomeSupplyWarehouseStores
5327,THE AD AGENCY,DC,AdvertisingServices
5328,AIRTRANAI 33274131191976,GA,MesabaAviation
5329,AIRTRANAI 33274131275254,GA,MesabaAviation
5330,AIRTRANAI 33274131275265,GA,MesabaAviation
5331,AMERICAN  00123027500565,TX,AmericanAirlines
5332,AMERICAN  00106157868511,TX,AmericanAirlines
5333,HUMAN RESOURCE CERT IN,VA,"Management,Consulting&PublicRelationsServices"
5334,HUMAN RESOURCE CERT IN,VA,"Management,Consulting&PublicRelationsServices"
5335,PAYLESSSHOESOU00013250,DC,ShoeStores
5336,SEMINARS NAT'L/PADGETT,KS,"EducationalServices,NotElsewhereClassified"
5337,GSA/FAS,VA,"GovernmentServices,NotElsewhereClassified"
5338,DELTA     00623079036226,GA,Delta
5339,SAFEWAY  STORE00042705,DC,"GroceryStores,Supermarkets"
5340,MULTIPLIER INDUSTRIES,NY,SpecialtyRetailStores-Miscellaneous
5341,DELTA     00675322802722,TN,Delta
5342,UNITED    01675322803571,TN,UnitedAirlines
5343,SOUTHWES  5262119101359,TX,Southwest
5344,WSHPOST*9941INVESTIGAT,DC,AdvertisingServices
5345,COMMUNITY SAFE AND LOC,MD,RepairShopsandRelatedServices-Miscellaneous
5346,DMI* DELL K-12/GOVT,TX,"Computers,ComputerPeripheralEquipment,Software"
5347,THE WASHINGTON TIMES -,DC,NewsDealers&Newsstands
5348,WASHINGTON PHOTO COPY,VA,"Office,Photographic,Photocopy,andMicrofilmEquip"
5349,CUSTOMER SUPT CENTER,IA,"DurableGoods,NotElsewhereClassified"
5350,RH *RANDOM HOUSE,MD,DirectMarketing-NotElsewhereClassified
5351,CALIFORNIA PRINCETON,NJ,DirectMarketing-NotElsewhereClassified
5352,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
5353,COLLIFLOWER INC - 03,MD,BusinessServicesNotElsewhereClassified
5354,OFFICE MAX,IL,DirectMarketing-Comb.Catalog&RetailMerchants
5355,AMAZON.COM,WA,BookStores
5356,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
5357,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
5358,USAIRWAY  03723418437480,DC,U.S.Air
5359,FEDEX KINKO'S #0671,DC,"Quick-Copy,ReproductionandBlueprintingServices"
5360,SPLASH CAR WASH,DC,CarWashes
5361,TONER EXPRESS USA INC,MD,GeneralMerchandise
5362,CONSTANT CONTACT,MA,ComputerSoftwareStores
5363,MARRIOTT 337U3 MEMPHIS,TN,MarriottHotels
5364,DATAWATCHSY,MD,"GovernmentServices,NotElsewhereClassified"
5365,ADI*ASPEN PUBLISHERS,MD,DirectMarketing-NotElsewhereClassified
5366,STAR OFFICE PRODUCTS I,DC,BusinessServicesNotElsewhereClassified
5367,STAR OFFICE PRODUCTS I,DC,BusinessServicesNotElsewhereClassified
5368,MVS INC-CREDIT MVS,DC,"Computers,ComputerPeripheralEquipment,Software"
5369,METROPOLITAN OFFICE PR,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
5370,AIRTRANAI 33200633808410,GA,MesabaAviation
5371,CTX AP270301P5MLD15T,IL,TravelAgenciesandTourOperators
5372,CTX AP270301P70ZCZ5T,IL,TravelAgenciesandTourOperators
5373,TONER EXPRESS USA INC,MD,GeneralMerchandise
5374,UTRECHT ART SUPPLIES #,DC,ArtistsSupplyShops
5375,UPTOWN AUTO PARTS,DC,"AutomotiveParts,AccessoriesStores"
5376,DRUG & ALCOHOL TESTING,MD,"MembershipOrganizations,NotElsewhereClassified"
5377,HI TECH SOLUTIONS INC,DC,"Computers,ComputerPeripheralEquipment,Software"
5378,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
5379,MVS INC-CREDIT MVS,DC,"Computers,ComputerPeripheralEquipment,Software"
5380,CENTRAL SAFE AND LOCKS,DC,BusinessServicesNotElsewhereClassified
5381,KNOWLOGY CORP,VA,Schools-Business&Secretarial
5382,METROPOLITAN OFFICE PR,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
5383,WILLIAMS SCOTSMAN INC,MD,OfficeandCommercialFurniture
5384,JARBOE PRINTING CO INC,DC,MiscellaneousPublishingAndPrinting
5385,3E GRAPHICS PLUS LLC,DC,SpecialtyRetailStores-Miscellaneous
5386,GREEN ROOFS (GRHC),ON,"Civic,Social&FraternalAssociations"
5387,SHERATON,TX,SheratonHotels
5388,"BUILDING SERVICES, INC",DC,"Cleaning&Maintenance,JanitorialServices"
5389,DATAWATCHSY,MD,"GovernmentServices,NotElsewhereClassified"
5390,PCNATION/OFFICENATION,IL,ElectronicSales
5391,TCD*TTA-RESEARCH &CPE,NY,"Books,PeriodicalsAndNewspapers"
5392,STAPLES       00115329,DC,"Stationery,OfficeSupplies,Printing/WritingPaper"
5393,DELTA     00623075172112,GA,Delta
5394,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
5395,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
5396,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
5397,UMBC CASHIER,MD,"GovernmentServices,NotElsewhereClassified"
5398,THE WASHINGTON TIMES -,DC,NewsDealers&Newsstands
5399,NCEES,SC,"EducationalServices,NotElsewhereClassified"
5400,NATIONAL FORUM FOR BLA,DC,SpecialtyRetailStores-Miscellaneous
5401,NATIONAL FORUM FOR BLA,DC,SpecialtyRetailStores-Miscellaneous
5402,NATIONAL FORUM FOR BLA,DC,SpecialtyRetailStores-Miscellaneous
5403,NATIONAL FORUM FOR BLA,DC,SpecialtyRetailStores-Miscellaneous
5404,NATIONAL FORUM FOR BLA,DC,SpecialtyRetailStores-Miscellaneous
5405,NATIONAL FORUM FOR BLA,DC,SpecialtyRetailStores-Miscellaneous
5406,NATIONAL FORUM FOR BLA,DC,SpecialtyRetailStores-Miscellaneous
5407,MDT RUSH DELIVERY,DC,"PersonalServices,NotElsewhereClassified"
5408,IDENTICARD SYSTEMS,PA,"DurableGoods,NotElsewhereClassified"
5409,N A D A APPRAISAL GUID,CA,DirectMarketing-NotElsewhereClassified
5410,DEER PARK WATER,MA,SpecialtyRetailStores-Miscellaneous
5411,STAPLES       00117200,DC,"Stationery,OfficeSupplies,Printing/WritingPaper"
5412,"TRANSPORTATION SOUTH,",AL,PetroleumAndPetroleumProducts
5413,AIRTRANAI 33200632706410,GA,MesabaAviation
5414,AIRTRANAI 33200632704250,GA,MesabaAviation
5415,AGNT FEE  89081429834821,DC,"Airlines,AirCarriers(notlistedelsewhere)"
5416,DOLLAR RAC CLT,NC,DollarRent-A-Car
5417,USAIRWAY  03723413451225,PA,U.S.Air
5418,OMNI HOTELS CHARLOTTE,NC,OmniHotels
5419,OMNI HOTELS CHARLOTTE,NC,OmniHotels
5420,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
5421,FIRST CLASS PLUMBING L,MD,"Heating,Plumbing,andAirConditioning"
5422,INTERNATION,IL,CharitableAndSocialServiceOrganizations
5423,0776 EXTRA SPACE STORA,DC,"Warehousing,Public"
5424,CENTER FOR SELF DETERM,MI,SpecialtyRetailStores-Miscellaneous
5425,PILOT         00001594,VA,AutomatedFuelDispensers
5426,MVS INC-CREDIT MVS,DC,"Computers,ComputerPeripheralEquipment,Software"
5427,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
5428,USAIRWAY  03723413451656,PA,U.S.Air
5429,HAZMAT SMART STRIP,FL,SpecialtyRetailStores-Miscellaneous
5430,UNITED    01674117427511,TX,UnitedAirlines
5431,UNITED    01674117427522,TX,UnitedAirlines
5432,ABOVE AND BEYOND,TX,AdvertisingServices
5433,NASW METRO WASHINGTON,DC,CharitableAndSocialServiceOrganizations
5434,NASW METRO WASHINGTON,DC,CharitableAndSocialServiceOrganizations
5435,NASW METRO WASHINGTON,DC,CharitableAndSocialServiceOrganizations
5436,BRANCH SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
5437,CBS*CANONBUS SOLUTIONS,NJ,ElectricalandSmallApplianceRepairShops
5438,ORB AP270101QGMLBG5T,IL,TravelAgenciesandTourOperators
5439,ORB AP270101QHH12S5T,IL,TravelAgenciesandTourOperators
5440,DISNEY RESORT-CORON,FL,DISNEYLANDHOTELS
5441,HESS 09575         Q38,FL,AutomatedFuelDispensers
5442,OSSI,PA,DirectMarketing-NotElsewhereClassified
5443,PROJECT MGMT INSTITUTE,PA,"EducationalServices,NotElsewhereClassified"
5444,ACE PRESS,DC,"Quick-Copy,ReproductionandBlueprintingServices"
5445,DAN KAIN TROPHIES INC,VA,SpecialtyRetailStores-Miscellaneous
5446,DAN KAIN TROPHIES INC,VA,SpecialtyRetailStores-Miscellaneous
5447,DAN KAIN TROPHIES INC,VA,SpecialtyRetailStores-Miscellaneous
5448,RAGAN COMMUNICATIONS I,IL,DirectMarketing-NotElsewhereClassified
5449,AVIS RENT A CAR TOLLS,NY,"Tolls,RoadAndBridgeFees"
5450,GSA/FAS,VA,"GovernmentServices,NotElsewhereClassified"
5451,COMMUTER INFORMATION C,MD,Local/SuburbanCommuterTransportation
5452,COMMUTER INFORMATION C,MD,Local/SuburbanCommuterTransportation
5453,WASH METRO    00072306,DC,Local/SuburbanCommuterTransportation
5454,GELBERG SIGNS,DC,"DurableGoods,NotElsewhereClassified"
5455,THE EXAMINER,VA,NewsDealers&Newsstands
5456,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
5457,WASHINGTON BIZ JOURNAL,VA,"Books,PeriodicalsAndNewspapers"
5458,D J*WALL STREET JOURNA,MA,DirectMarketing-Continuity/SubscriptionMerchants
5459,THE SOFTWARE KING,WA,ComputerSoftwareStores
5460,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
5461,JONES&BARTLETT PUB LLC,MA,"Books,PeriodicalsAndNewspapers"
5462,NEWSEUM,DC,TouristAttractionsAndExhibits
5463,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
5464,PAYPAL *SQUAREFOOTG,UT,CharitableAndSocialServiceOrganizations
5465,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
5466,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
5467,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
5468,"EACCESS SOLUTIONS, INC",IL,TelecommunicationsEquipmentIncl.TelephoneSales
5469,LASER ART INC,DC,"Stationery,Office&SchoolSupplyStores"
5470,TNT GLASS CO INC,MD,"Glass,Paint,WallpaperStores"
5471,IDEAL ELECTRICAL SUPPL,DC,ElectricalandSmallApplianceRepairShops
5472,FASTSIGNS,DC,"DurableGoods,NotElsewhereClassified"
5473,COMPUTER WORLD SERVICE,DC,DataProcessingServices
5474,"TRI-WIN OUTSOURCING,",TX,DirectMarketing-NotElsewhereClassified
5475,FEDEX 797411015779,TN,"CourierServices-AirOrGround,FreightForwarders"
5476,LESCO SC 0771,MD,LandscapingAndHorticulturalServices
5477,LESCO SC 0771,MD,LandscapingAndHorticulturalServices
5478,MATTOS PRO FINISHES 5,MD,AutomotiveServiceShops
5479,JIMMIE MUSCATELLOS,DC,UniformsandCommercialClothing
5480,W.S. JENKS & SON,DC,AirConditioning&RefrigerationRepairShops
5481,LASER ART INC,DC,"Stationery,Office&SchoolSupplyStores"
5482,MORRISON CONSULTING IN,PA,ComputerSoftwareStores
5483,TECHSMITH CORPORATION,MI,ElectronicSales
5484,AMTRAK TEL0712566164927,DC,PassengerRailways
5485,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
5486,APPLE STORE #R129,VA,"Computers,ComputerPeripheralEquipment,Software"
5487,BUSINESS FORMS MANAGEM,OR,ProfessionalServicesNotElsewhereDefined
5488,JETBLUE   F4TSEM,CT,JetblueAirways
5489,NFPA NATL FIRE PROTECT,MA,DirectMarketing-NotElsewhereClassified
5490,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
5491,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
5492,PSYCHOLOGY BOARDS ASPP,AL,DirectMarketing-NotElsewhereClassified
5493,AMAZON.COM,WA,BookStores
5494,AMAZON.COM,WA,BookStores
5495,AMAZON.COM,WA,BookStores
5496,AMAZON.COM,WA,BookStores
5497,SAFEWARE INC,MD,SpecialtyRetailStores-Miscellaneous
5498,HYATT HOTELS DEN TECH,CO,HyattHotels
5499,WW GRAINGER,DC,"IndustrialSupplies,NotElsewhereClassified"
5500,HOODS INSTITUTIONAL FO,DC,"Convenience,Deli,SpecialtyFoodStores"
5501,CDW GOVERNMENT,IL,DirectMarketing-CatalogMerchants
5502,SYX*TIGERDIRECTINC,FL,"Computers,ComputerPeripheralEquipment,Software"
5503,STAPLES       00117200,DC,"Stationery,OfficeSupplies,Printing/WritingPaper"
5504,"IIU CONSULTING, INC",DC,BusinessServicesNotElsewhereClassified
5505,GRADUATE SCHOOL REG,DC,"EducationalServices,NotElsewhereClassified"
5506,WW GRAINGER,DC,"IndustrialSupplies,NotElsewhereClassified"
5507,DMI* DELL ARB BUS,TX,"Computers,ComputerPeripheralEquipment,Software"
5508,CAPITOL BUILDING SUPPL,MD,"DurableGoods,NotElsewhereClassified"
5509,WATKINS A/C & HEATING,MD,"Heating,Plumbing,andAirConditioning"
5510,UNITED GENERAL CONTRAC,DC,"SpecialTradeContractors,NotElsewhereClassified"
5511,ATLANTIC ELECTRIC SUPP,DC,ElectricalPartsAndEquipment
5512,TARGET        00022590,DC,DiscountStores
5513,STAPLES       00117200,DC,"Stationery,OfficeSupplies,Printing/WritingPaper"
5514,VIRGINIA OUTDOOR POWER,VA,"Rentals-Tools,EquipmentandFurniture"
5515,MOORE MEDICAL LLC HOUS,CT,"MedicalServices,NotElsewhereClassified"
5516,COMMUNITY SAFE AND LOC,MD,RepairShopsandRelatedServices-Miscellaneous
5517,GRAPHICS PRESS TUFTE,CT,BookStores
5518,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
5519,WASH METRO    00033308,MD,Local/SuburbanCommuterTransportation
5520,INT'L CODE COUNCIL INC,IL,DirectMarketing-CatalogMerchants
5521,SAFEWAY  STORE00048686,MD,"GroceryStores,Supermarkets"
5522,RE MICHEL COMPANY INC.,MD,PlumbingAndHeatingEquipmentAndSupplies
5523,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
5524,STAPLES       00106898,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
5525,THE HOME DEPOT #2583,DC,HomeSupplyWarehouseStores
5526,FISHERMAN'S HEADQUARTE,NJ,SportingGoodsStores
5527,SULLIVAN S SCENTS AND,OH,SpecialtyRetailStores-Miscellaneous
5528,JIFFY JOHN INC,MD,"PersonalServices,NotElsewhereClassified"
5529,WHITAKER BROTHERS BUSI,MD,"Office,Photographic,Photocopy,andMicrofilmEquip"
5530,MANAGEMENT CONCEPTS IN,VA,BusinessServicesNotElsewhereClassified
5531,TONER EXPRESS USA INC,MD,GeneralMerchandise
5532,WASHINGTON PHOTO COPY,VA,"Office,Photographic,Photocopy,andMicrofilmEquip"
5533,MVS INC-CREDIT MVS,DC,"Computers,ComputerPeripheralEquipment,Software"
5534,ACFE,TX,"MembershipOrganizations,NotElsewhereClassified"
5535,COMMUNITY SAFE AND LOC,MD,RepairShopsandRelatedServices-Miscellaneous
5536,GRADUATE SCHOOL REG,DC,"EducationalServices,NotElsewhereClassified"
5537,AMTRAK .CO0821129126701,DC,PassengerRailways
5538,DOMINO'S PIZZA 04331,DC,FastFoodRestaurants
5539,POTBELLY 195,DC,FastFoodRestaurants
5540,MCDONALD'S F650    Q17,DC,FastFoodRestaurants
5541,MCDONALD'S F650    Q17,DC,FastFoodRestaurants
5542,XEROX SUPPLY TEXAS,TX,"Office,Photographic,Photocopy,andMicrofilmEquip"
5543,STAPLES DIRECT00209411,CT,"Stationery,OfficeSupplies,Printing/WritingPaper"
5544,BWI RAIL STATION LOT,MD,AutomobileParkingLots
5545,AMTRAK TEL0798126434371,DC,PassengerRailways
5546,METROPOLITAN OFFICE PR,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
5547,UNITED    0162189436187,IL,UnitedAirlines
5548,HOTELS.COM,TX,TravelAgenciesandTourOperators
5549,TGT*TARGET.COM,MN,GeneralMerchandise
5550,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
5551,OURISMAN CHEVROLET,MD,Automobile&TruckDealer-New&Used
5552,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
5553,METROPOLITAN OFFICE PR,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
5554,DEMCO INC,WI,DirectMarketing-CatalogMerchants
5555,LASERSHIP INC.,VA,"CourierServices-AirOrGround,FreightForwarders"
5556,TRUCK' N AMERICA,MD,"AutomotiveParts,AccessoriesStores"
5557,TRUCK' N AMERICA,MD,"AutomotiveParts,AccessoriesStores"
5558,TRUE VALUE HDW ON 17TH,DC,HardwareStores
5559,MID ATLANTIC WASTE SYS,MD,"CommercialEquipment,NotElsewhereClassified"
5560,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
5561,THE HOME DEPOT #2583,DC,HomeSupplyWarehouseStores
5562,FRONTIER  42226013019831,OK,SunbirdAirlines
5563,HILTON HOTELS,OR,HiltonHotels
5564,DELTA     00674141842872,GA,Delta
5565,SOI*SNAP-ON INDUSTRIAL,WI,HardwareStores
5566,FEDEX KINKO'S #0671,DC,"Quick-Copy,ReproductionandBlueprintingServices"
5567,SUN DEVELOPMENT CORPOR,DC,"GenlContractors-Residential,andCommercial"
5568,THOMSON WEST*TCD,MN,ProfessionalServicesNotElsewhereDefined
5569,CLUBHOUSE INN AND SUIT,GA,Hotels-Lodging(NotListedElsewhere)
5570,CLUBHOUSE INN AND SUIT,GA,Hotels-Lodging(NotListedElsewhere)
5571,N L S ANIMAL HEALTH,MD,"Lab,Medical,Dental,Opthalmic,HospEquip&Supplies"
5572,AMMKA INT. INC,DC,"GenlContractors-Residential,andCommercial"
5573,TRAVEL INSURANCE POLIC,VA,"InsuranceSales,Underwriting,andPremiums"
5574,UNITED    0162189438632,IL,UnitedAirlines
5575,CLASSIC SOUTHEAST DULL,VA,"Rentals-Tools,EquipmentandFurniture"
5576,WASHCITYPA,DC,DirectMarketing-NotElsewhereClassified
5577,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
5578,NATIONAL BAR ASSOCIATI,DC,"LegalServices,Attorneys"
5579,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
5580,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
5581,A AND T SYSTEMS INC,MD,DataProcessingServices
5582,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
5583,1800GOFEDEX   10010007,TN,"FreightCarriers,Trucking-Local/LongDistance"
5584,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
5585,AND CHARTERS,MD,TravelAgenciesandTourOperators
5586,DTV*DIRECTV SERVICE,CA,CableandOtherPayTelevision
5587,MARRIOTT RALEIGH CITY,NC,MarriottHotels
5588,COURTYARD BY MARRIOTT,NC,CourtyardByMarriott
5589,WORLD OF COCA COLA POS,GA,SpecialtyRetailStores-Miscellaneous
5590,METROPOLITAN OFFICE PR,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
5591,COMCAST CABLEVISION DI,DC,CableandOtherPayTelevision
5592,AMERICAN JAIL ASSN,MD,"EducationalServices,NotElsewhereClassified"
5593,LOGISTICS MANAGEMENT,VA,BusinessServicesNotElsewhereClassified
5594,"V.H.BLACKINTON & CO,",MA,BusinessServicesNotElsewhereClassified
5595,"V.H.BLACKINTON & CO,",MA,BusinessServicesNotElsewhereClassified
5596,"V.H.BLACKINTON & CO,",MA,BusinessServicesNotElsewhereClassified
5597,FEDEX 831358983429,TN,"CourierServices-AirOrGround,FreightForwarders"
5598,PEN*FDIC/FIRE ENGINEER,OK,DirectMarketing-NotElsewhereClassified
5599,PEN*FDIC/FIRE ENGINEER,OK,DirectMarketing-NotElsewhereClassified
5600,ARELLO,CO,DirectMarketing-NotElsewhereClassified
5601,BRANCH SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
5602,AMA WAS BOOKSTORE,DC,"Accounting,Auditing&BookkeepingServices"
5603,ISTE,OR,"EducationalServices,NotElsewhereClassified"
5604,ENTERPRISE RENT-A-CAR,DC,EnterpriseRent-A-Car
5605,WWW EVICORP COM,VA,SpecialtyRetailStores-Miscellaneous
5606,WWW EVICORP COM,VA,SpecialtyRetailStores-Miscellaneous
5607,WWW EVICORP COM,VA,SpecialtyRetailStores-Miscellaneous
5608,EL NOVILLO RESTAURANT,FL,"EatingPlaces,Restaurants"
5609,MCDONALD'S F20598  Q17,FL,FastFoodRestaurants
5610,"RINGS-LEIGHTON, LTD.",DC,ProfessionalServicesNotElsewhereDefined
5611,SMART CITY NETWORKS,NV,FAXandTelecommunicationsService
5612,DC BAR,DC,CharitableAndSocialServiceOrganizations
5613,VEIP DBA ESP OF MD,MD,RepairShopsandRelatedServices-Miscellaneous
5614,FIRST CLASS PLUMBING L,MD,"Heating,Plumbing,andAirConditioning"
5615,FRAGERS HARDWARE,DC,HardwareStores
5616,SOUTHWES  5262120308766,TX,Southwest
5617,SOUTHWES  5262120307650,TX,Southwest
5618,JETBLUE   X3WBLP,CT,JetblueAirways
5619,HOWARD COMM COLL TUITI,MD,"College,Universities,ProfessionalSchools"
5620,WASHINGTON AUTOBOD,DC,AutomotiveBodyRepairShops
5621,OFFICE DEPOT #252,MD,"Stationery,Office&SchoolSupplyStores"
5622,HUBERT COMPANY,OH,"CommercialEquipment,NotElsewhereClassified"
5623,ARTISANS CONFECTIONS,CA,"Candy,Nut,ConfectionaryStores"
5624,ARTISANS CONFECTIONS,CA,"Candy,Nut,ConfectionaryStores"
5625,DTV*DIRECTV SERVICE,CA,CableandOtherPayTelevision
5626,MULTIPLIER INDUSTRIES,NY,SpecialtyRetailStores-Miscellaneous
5627,SOUTHWES  5268524945380,TX,Southwest
5628,SHERATON DENVER,CO,SheratonHotels
5629,SHERATON DENVER,CO,SheratonHotels
5630,FALCON DIGITAL STUDIO,MD,"CommercialPhotography,Art&Graphics"
5631,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
5632,NTL REGISTRY OF EMTS,OH,DirectMarketing-CatalogMerchants
5633,SAFEGUARD SHREDDIN,VA,BusinessServicesNotElsewhereClassified
5634,THE HOME DEPOT #2583,DC,HomeSupplyWarehouseStores
5635,THE HOME DEPOT #2583,DC,HomeSupplyWarehouseStores
5636,SYX*GLOBALINDUSTRIALEQ,NY,"IndustrialSupplies,NotElsewhereClassified"
5637,METROPOLITAN OFFICE PR,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
5638,PAYPAL *NONPROFITRO,CA,ProfessionalServicesNotElsewhereDefined
5639,CAPITAL NOVELTIES,DC,MiscellaneousPublishingAndPrinting
5640,PEN*FDIC/FIRE ENGINEER,OK,DirectMarketing-NotElsewhereClassified
5641,INTERNATIONAL ASSOC OF,VA,"MembershipOrganizations,NotElsewhereClassified"
5642,THE NEWSEUM   11174Q99,DC,FastFoodRestaurants
5643,CENTRAL SAFE AND LOCKS,DC,BusinessServicesNotElsewhereClassified
5644,METROPOLITAN OFFICE PR,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
5645,DELANEY MEETING &,VT,BusinessServicesNotElsewhereClassified
5646,SAFEGUARD SHREDDIN,VA,BusinessServicesNotElsewhereClassified
5647,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
5648,STAPLES DIRECT00209411,CT,"Stationery,OfficeSupplies,Printing/WritingPaper"
5649,STAPLES DIRECT00209411,CT,"Stationery,OfficeSupplies,Printing/WritingPaper"
5650,VERIZON WRLS 0227401,DC,TelecommunicationsEquipmentIncl.TelephoneSales
5651,WMATA METRO CENTER BUL,DC,Local/SuburbanCommuterTransportation
5652,HOLIDAY INNS LIBERTY,IL,HolidayInns
5653,HOLIDAY INNS LIBERTY,IL,HolidayInns
5654,STAPLES       00117200,DC,"Stationery,OfficeSupplies,Printing/WritingPaper"
5655,HOLIDAY INNS LIBERTY,IL,HolidayInns
5656,HOLIDAY INNS LIBERTY,IL,HolidayInns
5657,HOLIDAY INNS LIBERTY,IL,HolidayInns
5658,UNIVERSITY PLA18147249,IN,Hotels-Lodging(NotListedElsewhere)
5659,SYX*TIGERDIRECTINC,FL,"Computers,ComputerPeripheralEquipment,Software"
5660,MD POLICE AND CORR TRA,MD,"College,Universities,ProfessionalSchools"
5661,SPECIALTYSTORESERVICES,IL,"CommercialEquipment,NotElsewhereClassified"
5662,LASER ART INC,DC,"Stationery,Office&SchoolSupplyStores"
5663,AMTRAK TEL0789553373216,DC,PassengerRailways
5664,TMG*TICKETMASTER INT,MD,TheatricalProducers(exceptMotionPictures)
5665,NWA AIR   01221775885810,MN,Northwest
5666,AMZ*AMAZON PAYMENTS,WA,BookStores
5667,AMZ*AMAZON PAYMENTS,WA,BookStores
